variant,ticker,cross_date,cross_half,entry_dt,entry_price,exit_dt,exit_price,exit_reason,one_r,pnl_r
+0.50R,AAPL,2026-02-25,AM,2026-02-25 13:30:00,271.4100,2026-02-25 14:00:00,271.3500,clock_stop,0.1200,-0.500
+0.50R,AMD,2025-02-04,AM,2025-02-04 13:30:00,115.9200,2025-02-04 14:00:00,115.6400,clock_stop,0.2200,-1.273
+0.50R,AMD,2025-02-18,AM,2025-02-18 13:30:00,113.8300,2025-02-18 13:45:00,113.7600,disaster_stop,0.0300,-2.333
+0.50R,AMD,2025-03-18,PM,2025-03-19 09:30:00,104.4200,2025-03-19 09:40:00,102.4750,disaster_stop,1.4800,-1.314
+0.50R,AMD,2025-04-25,PM,2025-04-28 09:30:00,95.5750,2025-04-28 10:00:00,96.7000,clock_stop,2.3550,0.478
+0.50R,AMD,2025-09-24,AM,2025-09-24 13:30:00,161.8700,2025-09-24 14:45:00,161.7300,chandelier_stop,0.1900,-0.737
+0.50R,AMD,2025-11-13,AM,2025-11-13 13:30:00,256.7800,2025-11-13 13:50:00,256.4100,disaster_stop,0.3500,-1.057
+0.50R,AMD,2025-12-10,AM,2025-12-10 13:30:00,221.8200,2025-12-10 13:35:00,221.8600,chandelier_stop,0.1300,0.308
+0.50R,AMD,2025-12-26,AM,2025-12-26 13:30:00,215.4400,2025-12-26 13:35:00,215.4700,chandelier_stop,0.0400,0.750
+0.50R,AMD,2026-01-15,AM,2026-01-15 13:30:00,228.4200,2026-01-15 14:00:00,228.0200,clock_stop,0.0800,-5.000
+0.50R,AMD,2026-02-26,AM,2026-02-26 13:30:00,209.2600,2026-02-26 13:45:00,208.9900,disaster_stop,0.0100,-27.000
+0.50R,AMZN,2025-02-03,PM,2025-02-04 09:30:00,239.0100,2025-02-04 10:00:00,240.4500,clock_stop,5.0000,0.288
+0.50R,AMZN,2025-03-25,PM,2025-03-26 09:30:00,206.0000,2025-03-26 10:00:00,203.0100,clock_stop,2.3000,-1.300
+0.50R,AMZN,2025-04-14,PM,2025-04-15 09:30:00,181.6600,2025-04-15 09:45:00,181.2500,disaster_stop,0.2600,-1.577
+0.50R,AMZN,2025-04-25,AM,2025-04-25 13:30:00,188.4500,2025-04-25 13:50:00,187.2400,disaster_stop,1.0000,-1.210
+0.50R,AMZN,2025-06-25,AM,2025-06-25 13:30:00,214.1100,2025-06-25 13:40:00,213.7200,disaster_stop,0.1100,-3.545
+0.50R,AMZN,2025-08-14,PM,2025-08-15 09:30:00,230.8800,2025-08-15 10:00:00,232.3386,clock_stop,5.3800,0.271
+0.50R,AMZN,2025-08-25,AM,2025-08-25 13:30:00,227.4500,2025-08-25 13:45:00,227.3900,chandelier_stop,0.1600,-0.375
+0.50R,AMZN,2025-09-04,AM,2025-09-04 13:30:00,229.4900,2025-09-04 14:40:00,229.7500,chandelier_stop,0.1600,1.625
+0.50R,AMZN,2025-09-16,AM,2025-09-16 13:30:00,233.4800,2025-09-16 13:40:00,233.1600,disaster_stop,0.2300,-1.391
+0.50R,AMZN,2025-10-10,AM,2025-10-10 13:30:00,226.5500,2025-10-10 13:35:00,226.6000,chandelier_stop,0.0500,1.000
+0.50R,AMZN,2025-10-24,AM,2025-10-24 13:30:00,220.5300,2025-10-24 15:30:00,220.4300,chandelier_stop,0.2500,-0.400
+0.50R,AMZN,2025-12-01,PM,2025-12-02 09:30:00,234.7200,2025-12-02 10:00:00,235.2400,clock_stop,3.5400,0.147
+0.50R,AMZN,2025-12-24,AM,2025-12-24 13:30:00,232.3700,2025-12-24 14:00:00,232.3700,clock_stop,0.1300,0.000
+0.50R,AMZN,2026-01-06,PM,2026-01-07 09:30:00,241.4200,2026-01-07 10:00:00,242.7982,clock_stop,8.9200,0.155
+0.50R,AMZN,2026-01-27,AM,2026-01-27 13:30:00,239.5500,2026-01-27 13:50:00,239.3600,disaster_stop,0.2000,-0.950
+0.50R,AMZN,2026-03-05,AM,2026-03-05 13:30:00,216.1000,2026-03-05 13:40:00,215.6800,disaster_stop,0.3200,-1.312
+0.50R,AVGO,2025-02-04,AM,2025-02-04 13:30:00,216.2200,2025-02-04 14:00:00,216.0600,clock_stop,0.4900,-0.327
+0.50R,AVGO,2025-04-11,PM,2025-04-14 09:30:00,183.9680,2025-04-14 10:00:00,180.2753,clock_stop,11.9080,-0.310
+0.50R,AVGO,2025-04-23,AM,2025-04-23 13:30:00,174.8100,2025-04-23 14:25:00,176.0300,chandelier_stop,0.2000,6.100
+0.50R,AVGO,2025-08-29,AM,2025-08-29 13:30:00,304.7400,2025-08-29 13:45:00,304.6300,disaster_stop,0.0700,-1.571
+0.50R,AVGO,2025-09-04,AM,2025-09-04 13:30:00,303.7100,2025-09-04 13:35:00,303.6800,chandelier_stop,0.0400,-0.750
+0.50R,AVGO,2025-10-09,PM,2025-10-10 09:30:00,344.7337,2025-10-10 10:30:00,346.4106,chandelier_stop,2.4852,0.675
+0.50R,AVGO,2025-10-24,AM,2025-10-24 13:30:00,349.9900,2025-10-24 14:00:00,349.7600,disaster_stop,0.1200,-1.917
+0.50R,AVGO,2025-11-06,PM,2025-11-07 09:30:00,353.5120,2025-11-07 09:40:00,343.9003,disaster_stop,3.1789,-3.024
+0.50R,AVGO,2025-11-20,PM,2025-11-21 09:30:00,344.4992,2025-11-21 10:00:00,340.7563,clock_stop,3.1490,-1.189
+0.50R,AVGO,2025-11-25,AM,2025-11-25 13:30:00,384.4200,2025-11-25 13:35:00,384.6400,chandelier_stop,0.0900,2.444
+0.50R,AVGO,2026-01-14,PM,2026-01-15 09:30:00,349.1200,2026-01-15 10:00:00,346.5700,clock_stop,4.6200,-0.552
+0.50R,AVGO,2026-02-10,AM,2026-02-10 13:30:00,345.8400,2026-02-10 14:00:00,347.1400,chandelier_stop,0.0800,16.250
+0.50R,AVGO,2026-03-06,AM,2026-03-06 13:30:00,331.4100,2026-03-06 13:45:00,330.1300,disaster_stop,1.1100,-1.153
+0.50R,BA,2025-02-04,AM,2025-02-04 13:30:00,175.5200,2025-02-04 13:50:00,175.4900,disaster_stop,0.8800,-0.034
+0.50R,BA,2025-03-20,AM,2025-03-20 13:30:00,171.5000,2025-03-20 13:45:00,171.6300,chandelier_stop,0.3900,0.333
+0.50R,BA,2025-04-21,AM,2025-04-21 13:30:00,160.0000,2025-04-21 14:00:00,160.5700,clock_stop,2.7866,0.205
+0.50R,BA,2025-06-30,AM,2025-06-30 13:30:00,213.8200,2025-06-30 14:05:00,214.1700,chandelier_stop,0.4600,0.761
+0.50R,BA,2025-08-11,AM,2025-08-11 13:30:00,229.2600,2025-08-11 13:40:00,226.8000,disaster_stop,0.0600,-41.000
+0.50R,BA,2025-08-27,AM,2025-08-27 13:30:00,234.7300,2025-08-27 13:40:00,234.6600,disaster_stop,0.1500,-0.467
+0.50R,BA,2025-09-29,PM,2025-09-30 09:30:00,217.0950,2025-09-30 09:55:00,215.4950,disaster_stop,1.2150,-1.317
+0.50R,BA,2025-10-07,PM,2025-10-08 09:30:00,222.7300,2025-10-08 10:00:00,223.0600,clock_stop,1.4000,0.236
+0.50R,BA,2025-10-24,AM,2025-10-24 13:30:00,218.5000,2025-10-24 13:40:00,218.3600,disaster_stop,0.1000,-1.400
+0.50R,BA,2025-12-02,PM,2025-12-03 09:30:00,204.6000,2025-12-03 10:00:00,204.1200,clock_stop,10.0900,-0.048
+0.50R,BA,2026-02-09,PM,2026-02-10 09:30:00,244.1200,2026-02-10 10:00:00,243.8700,clock_stop,1.5200,-0.164
+0.50R,BABA,2025-02-04,AM,2025-02-04 13:30:00,98.6400,2025-02-04 13:45:00,98.6000,disaster_stop,0.0100,-4.000
+0.50R,BABA,2025-04-23,PM,2025-04-24 09:30:00,115.9465,2025-04-24 09:35:00,116.4135,chandelier_stop,0.3490,1.338
+0.50R,BABA,2025-06-09,PM,2025-06-10 09:30:00,118.5814,2025-06-10 10:00:00,118.8861,clock_stop,1.2114,0.252
+0.50R,BABA,2025-07-15,PM,2025-07-16 09:30:00,115.5000,2025-07-16 09:55:00,114.4207,disaster_stop,0.8200,-1.316
+0.50R,BABA,2025-08-07,AM,2025-08-07 13:30:00,121.4700,2025-08-07 13:55:00,121.4000,disaster_stop,0.0900,-0.778
+0.50R,BABA,2025-08-25,AM,2025-08-25 13:30:00,127.2600,2025-08-25 14:05:00,127.3900,chandelier_stop,0.1500,0.867
+0.50R,BABA,2025-10-24,PM,2025-10-27 09:30:00,179.7400,2025-10-27 10:00:00,178.3100,clock_stop,6.0600,-0.236
+0.50R,BABA,2025-11-25,PM,2025-11-26 09:30:00,157.7500,2025-11-26 10:00:00,157.3400,clock_stop,0.7888,-0.520
+0.50R,BABA,2025-12-02,PM,2025-12-03 09:30:00,161.0700,2025-12-03 10:00:00,157.5400,clock_stop,0.1900,-18.579
+0.50R,BABA,2026-01-12,AM,2026-01-12 13:30:00,157.4100,2026-01-12 14:00:00,157.2600,clock_stop,0.0800,-1.875
+0.50R,BABA,2026-03-18,AM,2026-03-18 13:30:00,141.6000,2026-03-18 13:55:00,141.0200,disaster_stop,0.3900,-1.487
+0.50R,BIDU,2025-02-04,AM,2025-02-04 13:30:00,89.7500,2025-02-04 14:00:00,89.6500,clock_stop,0.4487,-0.223
+0.50R,BIDU,2025-03-06,PM,2025-03-07 09:30:00,92.6350,2025-03-07 10:35:00,94.3500,chandelier_stop,0.5550,3.090
+0.50R,BIDU,2025-04-23,AM,2025-04-23 13:30:00,86.9800,2025-04-23 13:40:00,87.9900,chandelier_stop,0.4349,2.322
+0.50R,BIDU,2025-05-12,AM,2025-05-12 13:30:00,90.8000,2025-05-12 14:00:00,90.7800,clock_stop,0.4540,-0.044
+0.50R,BIDU,2025-06-09,AM,2025-06-09 13:30:00,87.4500,2025-06-09 13:55:00,88.6900,chandelier_stop,0.4373,2.836
+0.50R,BIDU,2025-06-26,AM,2025-06-26 13:30:00,87.2400,2025-06-26 13:50:00,87.2500,disaster_stop,0.0100,1.000
+0.50R,BIDU,2025-07-03,AM,2025-07-03 13:30:00,86.0400,2025-07-03 13:35:00,86.4400,chandelier_stop,0.0400,10.000
+0.50R,BIDU,2025-08-13,PM,2025-08-14 09:30:00,88.8550,2025-08-14 09:35:00,89.1550,chandelier_stop,0.4500,0.667
+0.50R,BIDU,2025-08-22,AM,2025-08-22 13:30:00,90.4001,2025-08-22 14:00:00,88.2800,clock_stop,2.2101,-0.959
+0.50R,BIDU,2025-10-28,AM,2025-10-28 13:30:00,127.1500,2025-10-28 14:00:00,127.2000,clock_stop,0.3400,0.147
+0.50R,BIDU,2025-11-06,AM,2025-11-06 13:30:00,127.0500,2025-11-06 14:00:00,127.0600,clock_stop,0.0600,0.167
+0.50R,BIDU,2025-12-05,AM,2025-12-05 13:30:00,124.6400,2025-12-05 13:40:00,124.5800,disaster_stop,0.0700,-0.857
+0.50R,BIDU,2025-12-22,AM,2025-12-22 13:30:00,123.7600,2025-12-22 13:35:00,124.4050,chandelier_stop,0.0500,12.900
+0.50R,BIDU,2025-12-30,AM,2025-12-30 13:30:00,133.1100,2025-12-30 14:00:00,132.9000,clock_stop,0.1100,-1.909
+0.50R,C,2025-02-04,PM,2025-02-05 09:30:00,77.0521,2025-02-05 09:50:00,76.7889,disaster_stop,0.1170,-2.250
+0.50R,C,2025-02-06,AM,2025-02-06 13:30:00,77.8300,2025-02-06 13:35:00,77.8100,chandelier_stop,0.0300,-0.667
+0.50R,C,2025-03-24,AM,2025-03-24 13:30:00,71.0900,2025-03-24 13:40:00,72.0121,chandelier_stop,0.3555,2.594
+0.50R,C,2025-04-23,AM,2025-04-23 13:30:00,64.4700,2025-04-23 13:40:00,64.3500,disaster_stop,0.0300,-4.000
+0.50R,C,2025-08-12,PM,2025-08-13 09:30:00,94.9463,2025-08-13 10:00:00,94.5013,clock_stop,3.0863,-0.144
+0.50R,C,2025-08-25,AM,2025-08-25 13:30:00,93.9919,2025-08-25 13:40:00,93.9375,disaster_stop,0.0346,-1.572
+0.50R,C,2025-10-16,AM,2025-10-16 13:30:00,99.0000,2025-10-16 14:00:00,99.0500,clock_stop,2.3723,0.021
+0.50R,C,2025-10-22,AM,2025-10-22 13:30:00,97.3200,2025-10-22 13:40:00,97.2400,disaster_stop,2.6803,-0.030
+0.50R,C,2025-10-27,AM,2025-10-27 13:30:00,98.1900,2025-10-27 13:50:00,99.6936,chandelier_stop,0.4909,3.063
+0.50R,C,2025-11-26,AM,2025-11-26 13:30:00,100.9600,2025-11-26 14:00:00,100.8400,clock_stop,0.5048,-0.238
+0.50R,C,2026-02-03,AM,2026-02-03 13:30:00,115.9900,2026-02-03 13:35:00,116.1700,chandelier_stop,0.0750,2.400
+0.50R,COIN,2025-02-04,AM,2025-02-04 13:30:00,283.2000,2025-02-04 13:55:00,282.2700,disaster_stop,0.6800,-1.368
+0.50R,COIN,2025-02-13,PM,2025-02-14 09:30:00,288.0150,2025-02-14 09:40:00,281.5219,disaster_stop,5.1949,-1.250
+0.50R,COIN,2025-03-26,AM,2025-03-26 13:30:00,203.9900,2025-03-26 14:35:00,204.2700,chandelier_stop,0.4400,0.636
+0.50R,COIN,2025-04-14,PM,2025-04-15 09:30:00,177.7400,2025-04-15 09:45:00,178.1800,chandelier_stop,1.1400,0.386
+0.50R,COIN,2025-06-04,AM,2025-06-04 13:30:00,262.3400,2025-06-04 14:00:00,261.7800,clock_stop,0.3500,-1.600
+0.50R,COIN,2025-06-09,AM,2025-06-09 13:30:00,256.1800,2025-06-09 15:50:00,257.5000,eod_1550,0.3000,4.400
+0.50R,COIN,2025-06-18,PM,2025-06-20 09:30:00,303.5800,2025-06-20 10:00:00,306.3500,clock_stop,49.4800,0.056
+0.50R,COIN,2025-09-10,AM,2025-09-10 13:30:00,321.2100,2025-09-10 13:35:00,321.3000,chandelier_stop,0.2100,0.429
+0.50R,COIN,2025-10-01,AM,2025-10-01 13:30:00,344.0700,2025-10-01 13:40:00,343.1300,disaster_stop,0.6800,-1.382
+0.50R,COIN,2025-10-27,PM,2025-10-28 09:30:00,363.2300,2025-10-28 09:35:00,364.5000,chandelier_stop,0.7300,1.740
+0.50R,COIN,2025-12-04,AM,2025-12-04 13:30:00,276.8400,2025-12-04 13:40:00,276.4000,disaster_stop,0.5400,-0.815
+0.50R,COIN,2026-01-06,AM,2026-01-06 13:30:00,255.7500,2026-01-06 14:00:00,255.5000,clock_stop,0.1400,-1.786
+0.50R,COIN,2026-01-14,AM,2026-01-14 13:30:00,254.1900,2026-01-14 13:55:00,253.5900,disaster_stop,0.5800,-1.034
+0.50R,COIN,2026-02-26,AM,2026-02-26 13:30:00,183.5200,2026-02-26 13:45:00,183.0000,disaster_stop,0.2200,-2.364
+0.50R,COST,2025-02-03,PM,2025-02-04 09:30:00,998.8162,2025-02-04 10:00:00,996.4568,clock_stop,38.2162,-0.062
+0.50R,COST,2025-02-26,AM,2025-02-26 13:30:00,1048.9900,2025-02-26 13:45:00,1048.6100,disaster_stop,0.2300,-1.652
+0.50R,COST,2025-03-04,AM,2025-03-04 13:30:00,1042.7900,2025-03-04 14:00:00,1041.4100,clock_stop,4.8700,-0.283
+0.50R,COST,2025-04-01,AM,2025-04-01 13:30:00,935.8800,2025-04-01 13:40:00,934.7800,disaster_stop,1.1200,-0.982
+0.50R,COST,2025-04-10,PM,2025-04-11 09:30:00,958.7118,2025-04-11 10:00:00,945.1560,clock_stop,14.8388,-0.914
+0.50R,COST,2025-06-02,AM,2025-06-02 13:30:00,1044.9426,2025-06-02 14:00:00,1035.1700,clock_stop,10.6226,-0.920
+0.50R,COST,2025-08-05,AM,2025-08-05 13:30:00,953.9200,2025-08-05 13:40:00,953.4200,disaster_stop,0.1600,-3.125
+0.50R,COST,2025-09-08,PM,2025-09-09 09:30:00,967.2811,2025-09-09 10:00:00,964.4590,clock_stop,9.9711,-0.283
+0.50R,COST,2025-10-10,PM,2025-10-13 09:30:00,926.3960,2025-10-13 10:00:00,922.1480,clock_stop,3.7395,-1.136
+0.50R,COST,2025-11-05,PM,2025-11-06 09:30:00,923.0837,2025-11-06 09:45:00,911.8393,disaster_stop,9.4469,-1.190
+0.50R,COST,2025-12-02,AM,2025-12-02 13:30:00,911.1400,2025-12-02 13:50:00,910.7700,disaster_stop,0.2993,-1.236
+0.50R,COST,2026-01-06,PM,2026-01-07 09:30:00,890.7684,2026-01-07 10:00:00,882.6996,clock_stop,16.8884,-0.478
+0.50R,COST,2026-02-03,AM,2026-02-03 13:30:00,968.7700,2026-02-03 13:40:00,967.8900,disaster_stop,0.3800,-2.316
+0.50R,COST,2026-02-24,PM,2026-02-25 09:30:00,997.1600,2026-02-25 10:00:00,992.6600,clock_stop,10.2800,-0.438
+0.50R,COST,2026-03-10,PM,2026-03-11 09:30:00,998.1700,2026-03-11 09:35:00,998.1700,chandelier_stop,0.1700,0.000
+0.50R,COST,2026-03-13,AM,2026-03-13 13:30:00,1002.0100,2026-03-13 15:00:00,1000.1000,chandelier_stop,0.2300,-8.304
+0.50R,GOOGL,2025-02-03,PM,2025-02-04 09:30:00,202.5856,2025-02-04 10:00:00,203.3027,clock_stop,3.5156,0.204
+0.50R,GOOGL,2025-03-26,AM,2025-03-26 13:30:00,169.6400,2025-03-26 13:40:00,168.8600,disaster_stop,0.8100,-0.963
+0.50R,GOOGL,2025-04-14,AM,2025-04-14 13:30:00,158.6200,2025-04-14 14:50:00,158.7200,chandelier_stop,0.2900,0.345
+0.50R,GOOGL,2025-04-24,PM,2025-04-25 09:30:00,166.9500,2025-04-25 10:00:00,162.8004,clock_stop,12.1800,-0.341
+0.50R,GOOGL,2025-05-15,AM,2025-05-15 13:30:00,163.5400,2025-05-15 14:00:00,163.4000,clock_stop,0.4000,-0.350
+0.50R,GOOGL,2025-06-05,PM,2025-06-06 09:30:00,167.7000,2025-06-06 10:00:00,171.9352,chandelier_stop,0.8385,5.051
+0.50R,GOOGL,2025-10-07,PM,2025-10-08 09:30:00,245.7400,2025-10-08 10:00:00,244.6362,clock_stop,0.2900,-3.806
+0.50R,GOOGL,2025-10-16,AM,2025-10-16 13:30:00,252.4400,2025-10-16 14:00:00,252.5800,clock_stop,0.2900,0.483
+0.50R,GOOGL,2025-12-24,PM,2025-12-26 09:30:00,314.4800,2025-12-26 09:55:00,313.3600,disaster_stop,0.9800,-1.143
+0.50R,GOOGL,2026-01-22,AM,2026-01-22 13:30:00,335.2600,2026-01-22 13:50:00,334.5300,disaster_stop,0.7200,-1.014
+0.50R,GS,2025-02-04,AM,2025-02-04 13:30:00,618.9040,2025-02-04 13:45:00,618.4263,disaster_stop,2.8240,-0.169
+0.50R,GS,2025-03-24,PM,2025-03-25 09:30:00,572.8602,2025-03-25 10:00:00,567.7360,clock_stop,10.4602,-0.490
+0.50R,GS,2025-04-23,AM,2025-04-23 13:30:00,520.3500,2025-04-23 14:30:00,522.7100,chandelier_stop,0.0900,26.222
+0.50R,GS,2025-08-25,PM,2025-08-26 09:30:00,726.3954,2025-08-26 09:50:00,723.0328,disaster_stop,2.2352,-1.504
+0.50R,GS,2025-10-07,PM,2025-10-08 09:30:00,783.7909,2025-10-08 09:40:00,773.5450,disaster_stop,7.1276,-1.437
+0.50R,GS,2025-10-27,PM,2025-10-28 09:30:00,784.0879,2025-10-28 10:00:00,784.2859,clock_stop,3.4579,0.057
+0.50R,GS,2025-11-26,AM,2025-11-26 13:30:00,798.5400,2025-11-26 13:40:00,796.9100,disaster_stop,0.6400,-2.547
+0.50R,GS,2026-02-03,AM,2026-02-03 13:30:00,917.8187,2026-02-03 13:35:00,942.7200,chandelier_stop,4.5891,5.426
+0.50R,GS,2026-02-10,PM,2026-02-11 09:30:00,944.7200,2026-02-11 09:40:00,954.8280,chandelier_stop,8.2500,1.225
+0.50R,JPM,2025-02-04,AM,2025-02-04 13:30:00,261.0500,2025-02-04 14:00:00,261.0800,clock_stop,0.2900,0.103
+0.50R,JPM,2025-03-24,PM,2025-03-25 09:30:00,244.2104,2025-03-25 10:00:00,242.9566,clock_stop,3.7204,-0.337
+0.50R,JPM,2025-04-14,PM,2025-04-15 09:30:00,232.8104,2025-04-15 09:45:00,233.1456,chandelier_stop,0.7593,0.441
+0.50R,JPM,2025-08-15,PM,2025-08-18 09:30:00,287.3119,2025-08-18 10:00:00,286.2320,disaster_stop,0.8719,-1.239
+0.50R,JPM,2025-08-25,AM,2025-08-25 13:30:00,293.1600,2025-08-25 13:40:00,293.0900,disaster_stop,0.1200,-0.583
+0.50R,JPM,2025-09-10,AM,2025-09-10 13:30:00,294.7600,2025-09-10 13:45:00,294.4300,disaster_stop,0.3500,-0.943
+0.50R,JPM,2025-10-29,AM,2025-10-29 13:30:00,302.9400,2025-10-29 14:00:00,302.9900,disaster_stop,0.0900,0.556
+0.50R,JPM,2025-12-01,AM,2025-12-01 13:30:00,310.4700,2025-12-01 14:00:00,310.2000,clock_stop,0.4500,-0.600
+0.50R,JPM,2025-12-12,AM,2025-12-12 13:30:00,316.7400,2025-12-12 13:40:00,316.6900,disaster_stop,0.1400,-0.357
+0.50R,JPM,2026-02-04,AM,2026-02-04 13:30:00,315.5800,2026-02-04 13:40:00,316.9100,disaster_stop,0.0600,22.167
+0.50R,MARA,2025-02-04,AM,2025-02-04 13:30:00,17.7500,2025-02-04 14:00:00,17.6900,disaster_stop,0.0500,-1.200
+0.50R,MARA,2025-03-10,AM,2025-03-10 13:30:00,15.1400,2025-03-10 13:55:00,15.1800,chandelier_stop,0.0300,1.333
+0.50R,MARA,2025-03-25,PM,2025-03-26 09:30:00,14.2000,2025-03-26 09:55:00,13.9998,disaster_stop,0.1100,-1.820
+0.50R,MARA,2025-04-14,PM,2025-04-15 09:30:00,13.0550,2025-04-15 10:00:00,12.9050,disaster_stop,0.1050,-1.429
+0.50R,MARA,2025-05-08,AM,2025-05-08 13:30:00,14.0800,2025-05-08 13:50:00,14.0300,disaster_stop,0.0400,-1.250
+0.50R,MARA,2025-06-09,AM,2025-06-09 13:30:00,16.2000,2025-06-09 13:55:00,16.0800,disaster_stop,0.0810,-1.481
+0.50R,MARA,2025-07-01,AM,2025-07-01 13:30:00,15.4000,2025-07-01 13:40:00,15.3600,disaster_stop,0.0100,-4.000
+0.50R,MARA,2025-08-28,PM,2025-08-29 09:30:00,15.8550,2025-08-29 10:00:00,15.7350,clock_stop,0.1650,-0.727
+0.50R,MARA,2025-09-10,PM,2025-09-11 09:30:00,15.8600,2025-09-11 10:10:00,15.9400,chandelier_stop,0.1937,0.413
+0.50R,MARA,2025-09-30,AM,2025-09-30 13:30:00,18.1700,2025-09-30 14:00:00,18.1700,clock_stop,0.0909,0.000
+0.50R,MARA,2025-12-05,AM,2025-12-05 13:30:00,12.4100,2025-12-05 13:40:00,12.3900,disaster_stop,0.0100,-2.000
+0.50R,MARA,2025-12-10,AM,2025-12-10 13:30:00,12.1800,2025-12-10 13:40:00,12.1200,disaster_stop,0.0100,-6.000
+0.50R,MARA,2026-01-07,AM,2026-01-07 13:30:00,10.2900,2026-01-07 14:00:00,10.2800,clock_stop,0.0200,-0.500
+0.50R,MARA,2026-01-09,AM,2026-01-09 13:30:00,10.4300,2026-01-09 14:00:00,10.4300,clock_stop,0.0100,0.000
+0.50R,MARA,2026-02-25,PM,2026-02-26 09:30:00,8.5400,2026-02-26 10:00:00,8.5993,clock_stop,0.2100,0.282
+0.50R,MARA,2026-03-13,AM,2026-03-13 13:30:00,8.9500,2026-03-13 14:00:00,8.9400,clock_stop,0.0200,-0.500
+0.50R,META,2025-02-04,AM,2025-02-04 13:30:00,698.2100,2025-02-04 14:00:00,698.8200,clock_stop,4.1000,0.149
+0.50R,META,2025-03-26,AM,2025-03-26 13:30:00,625.1100,2025-03-26 13:55:00,625.5400,chandelier_stop,0.0100,43.000
+0.50R,META,2025-04-25,PM,2025-04-26 09:30:00,547.5500,2025-04-28 09:30:00,546.4126,clock_stop,2.9600,-0.384
+0.50R,META,2025-07-25,PM,2025-07-26 09:30:00,713.6100,2025-07-26 09:35:00,713.6000,chandelier_stop,0.1100,-0.091
+0.50R,META,2025-07-31,AM,2025-07-31 13:30:00,777.6100,2025-07-31 14:00:00,776.8400,chandelier_stop,1.7400,-0.443
+0.50R,META,2025-09-08,AM,2025-09-08 13:30:00,753.8800,2025-09-08 13:50:00,753.3800,disaster_stop,0.6700,-0.746
+0.50R,META,2025-10-21,AM,2025-10-21 13:30:00,734.8000,2025-10-21 14:00:00,733.8200,clock_stop,0.4000,-2.450
+0.50R,META,2025-11-26,PM,2025-11-27 09:30:00,633.1700,2025-11-28 09:30:00,635.5597,chandelier_stop,1.1800,2.025
+0.50R,META,2025-12-17,AM,2025-12-17 13:30:00,658.4500,2025-12-17 14:00:00,657.9800,clock_stop,0.0500,-9.400
+0.50R,META,2026-03-04,PM,2026-03-05 09:30:00,668.2700,2026-03-05 11:00:00,661.7000,clock_stop,10.7700,-0.610
+0.50R,MSFT,2025-02-03,PM,2025-02-04 09:30:00,408.7223,2025-02-04 10:00:00,408.2815,clock_stop,2.9168,-0.151
+0.50R,MSFT,2025-02-20,AM,2025-02-20 13:30:00,413.8300,2025-02-20 13:40:00,413.6400,disaster_stop,0.1600,-1.188
+0.50R,MSFT,2025-03-24,AM,2025-03-24 13:30:00,391.6700,2025-03-24 14:05:00,391.8600,chandelier_stop,0.1700,1.118
+0.50R,MSFT,2025-04-11,PM,2025-04-12 09:30:00,387.6900,2025-04-14 09:30:00,389.4469,clock_stop,8.2300,0.213
+0.50R,MSFT,2025-04-25,AM,2025-04-25 13:30:00,384.3500,2025-04-25 13:40:00,382.9900,disaster_stop,1.0400,-1.308
+0.50R,MSFT,2025-08-13,AM,2025-08-13 13:30:00,527.2200,2025-08-13 13:45:00,527.0300,disaster_stop,0.1300,-1.462
+0.50R,MSFT,2025-10-22,AM,2025-10-22 13:30:00,517.1900,2025-10-22 14:00:00,516.3200,clock_stop,0.8000,-1.087
+0.50R,MSFT,2025-12-09,PM,2025-12-10 09:30:00,491.8400,2025-12-10 10:00:00,479.5548,clock_stop,2.8600,-4.296
+0.50R,MSFT,2026-01-27,PM,2026-01-28 09:30:00,480.6500,2026-01-28 10:00:00,479.6895,clock_stop,9.2700,-0.104
+0.50R,MSFT,2026-03-05,AM,2026-03-05 13:30:00,406.0100,2026-03-05 13:40:00,405.5000,disaster_stop,0.5100,-1.000
+0.50R,MU,2025-02-04,AM,2025-02-04 13:30:00,89.8800,2025-02-04 15:10:00,90.0000,chandelier_stop,0.1800,0.667
+0.50R,MU,2025-03-14,AM,2025-03-14 13:30:00,96.8800,2025-03-14 14:10:00,97.0200,chandelier_stop,0.2000,0.700
+0.50R,MU,2025-04-25,AM,2025-04-25 13:30:00,77.6500,2025-04-25 13:50:00,76.5000,disaster_stop,0.6800,-1.691
+0.50R,MU,2025-08-11,AM,2025-08-11 13:30:00,119.6600,2025-08-11 15:00:00,119.9000,chandelier_stop,0.1700,1.412
+0.50R,MU,2025-08-29,PM,2025-09-02 09:30:00,115.7439,2025-09-02 09:40:00,114.1954,disaster_stop,1.0589,-1.462
+0.50R,MU,2025-09-03,PM,2025-09-04 09:30:00,118.7309,2025-09-04 09:45:00,118.7109,chandelier_stop,0.2697,-0.074
+0.50R,MU,2025-12-01,AM,2025-12-01 13:30:00,232.6700,2025-12-01 13:40:00,231.6300,disaster_stop,0.6200,-1.677
+0.50R,MU,2026-02-12,PM,2026-02-13 09:30:00,417.4000,2026-02-13 09:35:00,417.8000,chandelier_stop,0.1400,2.857
+0.50R,MU,2026-03-12,AM,2026-03-12 13:30:00,415.6000,2026-03-12 13:35:00,416.0400,chandelier_stop,0.1500,2.933
+0.50R,NVDA,2025-02-05,AM,2025-02-05 13:30:00,118.9300,2025-02-05 14:00:00,118.9200,clock_stop,0.1900,-0.053
