event_id,ticker,d0_date,gap_pct,entry,exit,stop,entry_price,exit_price,return_gross,exit_reason,eps_surprise_pct,revenue_surprise_pct,release_timing
68,AVGO,2025-12-12,0.081148,C2,X3_D2_close,B_with_stop,386.05,355.1649,-0.080003,stop_gap_D1,15.5354,8.6894,AMC
68,AVGO,2025-12-12,0.081148,C2,X4_D3_close,A_no_stop,386.05,343.19,-0.111022,held,15.5354,8.6894,AMC
68,AVGO,2025-12-12,0.081148,C2,X4_D3_close,B_with_stop,386.05,355.1649,-0.080003,stop_gap_D1,15.5354,8.6894,AMC
68,AVGO,2025-12-12,0.081148,C2,X5_D5_close,A_no_stop,386.05,331.08,-0.142391,held,15.5354,8.6894,AMC
68,AVGO,2025-12-12,0.081148,C2,X5_D5_close,B_with_stop,386.05,355.1649,-0.080003,stop_gap_D1,15.5354,8.6894,AMC
68,AVGO,2025-12-12,0.081148,C3,X0_D0_close,A_no_stop,386.05,382.82,-0.008367,held,15.5354,8.6894,AMC
68,AVGO,2025-12-12,0.081148,C3,X0_D0_close,B_with_stop,386.05,382.82,-0.008367,held,15.5354,8.6894,AMC
68,AVGO,2025-12-12,0.081148,C3,X1_D1_open,A_no_stop,386.05,355.1649,-0.080003,held,15.5354,8.6894,AMC
68,AVGO,2025-12-12,0.081148,C3,X1_D1_open,B_with_stop,386.05,355.1649,-0.080003,stop_gap_d1,15.5354,8.6894,AMC
68,AVGO,2025-12-12,0.081148,C3,X2_D1_close,A_no_stop,386.05,358.77,-0.070664,held,15.5354,8.6894,AMC
68,AVGO,2025-12-12,0.081148,C3,X2_D1_close,B_with_stop,386.05,355.1649,-0.080003,stop_gap_D1,15.5354,8.6894,AMC
68,AVGO,2025-12-12,0.081148,C3,X3_D2_close,A_no_stop,386.05,336.11,-0.129361,held,15.5354,8.6894,AMC
68,AVGO,2025-12-12,0.081148,C3,X3_D2_close,B_with_stop,386.05,355.1649,-0.080003,stop_gap_D1,15.5354,8.6894,AMC
68,AVGO,2025-12-12,0.081148,C3,X4_D3_close,A_no_stop,386.05,343.19,-0.111022,held,15.5354,8.6894,AMC
